Search Gene	Found FBGN	Found Gene	imaginal disc, larvae L3 wandering	central nervous system, larvae L3	central nervous system, pupae P8	head, virgin 1-day female	head, virgin 4-day female	head, virgin 20-day female	head, mated 1-day female	head, mated 4-day female	head, mated 20-day female	head, mated 1-day male	head, mated 4-day male	head, mated 20-day male	salivary gland, larvae L3 wandering	salivary gland, white prepupae	digestive system, larvae L3 wandering	digestive system, 1-day adult	digestive system, 4-day adult	digestive system, 20-day adult	fat body, larvae L3 wandering	fat body, white prepupae	fat body, pupae P8	carcass, larvae L3 wandering	carcass, 1-day adult	carcass, 4-day adult	carcass, 20-day adult	ovary, virgin 4-day female	ovary, mated 4-day female	testis, mated 4-day male	accessory gland, mated 4-day male
FBgn0032187	FBgn0032187	CG4839	1	0	0	1	0	0	0	0	0	0	0	0	1	0	8	8	7	8	0	0	0	0	1	1	1	0	0	1	8
FBgn0032188	FBgn0032188	CG13137	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1
FBgn0032189	FBgn0032189	Ripalpha	33	13	16	6	10	4	6	5	3	8	9	7	5	4	7	5	7	4	3	9	6	6	6	13	10	103	106	15	9
FBgn0032191	FBgn0032191	CG5734	17	17	12	18	14	13	13	10	10	28	17	23	5	6	33	12	7	15	13	9	17	13	7	9	10	41	48	14	7
FBgn0032192	FBgn0032192	CG5731	4	2	4	1	1	0	2	1	0	2	1	1	0	0	0	0	0	0	0	1	8	5	1	1	1	0	0	2	54
FBgn0032193	FBgn0032193	CG5727	67	26	28	18	15	8	13	9	9	13	18	16	8	24	19	11	9	9	7	28	11	26	7	8	10	47	25	46	22
FBgn0032194	FBgn0032194	CG4901	7	5	3	4	2	3	2	3	2	3	3	3	2	2	4	2	4	4	1	3	2	7	3	4	3	29	26	1	4
FBgn0032195	FBgn0032195	CG4908	3	2	2	2	1	2	3	1	1	3	3	4	0	1	1	2	2	2	0	1	3	2	1	1	1	8	8	1	1
FBgn0032196	FBgn0032196	CG5708	29	25	28	15	17	8	10	12	7	14	21	21	9	17	9	9	8	7	3	11	18	12	10	8	7	51	35	22	13
FBgn0032197	FBgn0032197	CG5694	14	18	19	7	8	5	7	7	5	11	13	10	4	15	12	9	10	7	5	7	11	11	7	8	6	83	63	1	4
FBgn0032198	FBgn0032198	eEF1delta	233	181	54	213	143	115	134	178	105	78	105	94	83	49	106	84	110	54	84	100	115	205	138	217	123	370	347	79	175
FBgn0032200	FBgn0032200	CG5676	94	73	75	43	36	27	49	38	20	58	69	64	12	8	43	26	26	16	10	36	22	66	41	40	43	69	53	32	32
FBgn0032202	FBgn0032202	REPTOR-BP	58	104	68	86	176	83	149	141	77	148	159	181	152	301	478	109	93	81	57	93	126	160	92	91	92	42	69	77	163
FBgn0032204	FBgn0032204	CG4953	5	4	4	3	4	4	3	3	2	5	4	6	2	5	6	4	4	3	1	3	3	4	3	3	2	21	11	2	2
FBgn0032205	FBgn0032205	CG4957	16	7	10	14	13	7	6	6	6	7	11	11	2	1	4	11	11	6	2	4	11	5	10	11	5	44	24	11	11
FBgn0032209	FBgn0032209	Hand	1	2	1	1	0	0	0	0	0	0	0	0	1	1	4	3	4	2	0	1	0	1	5	5	6	0	0	2	0
FBgn0032210	FBgn0032210	CYLD	48	10	13	13	10	10	9	9	10	12	15	18	10	31	26	11	10	9	3	21	20	12	15	9	9	11	8	30	25
FBgn0032211	FBgn0032211	CG13138	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
FBgn0032213	FBgn0032213	CG5390	56	31	16	55	46	76	39	49	51	56	88	143	6	20	12	11	6	6	139	46	41	62	58	44	48	6	5	11	5
FBgn0032214	FBgn0032214	CG4968	93	28	13	8	7	10	5	6	9	10	10	13	7	19	37	9	11	8	5	26	13	31	8	9	9	68	49	138	37
FBgn0032216	FBgn0032216	Usp14	49	31	19	9	10	9	8	9	8	10	14	23	18	25	82	20	21	23	8	39	29	74	13	19	18	72	56	29	14
FBgn0032217	FBgn0032217	CG4972	37	18	23	9	9	15	7	9	11	8	15	17	2	4	16	17	19	15	3	10	10	16	8	12	10	55	31	7	12
FBgn0032218	FBgn0032218	CG5381	10	2	7	41	40	22	39	29	23	40	37	39	32	66	60	50	53	44	19	6	19	25	84	73	63	12	12	10	24
FBgn0032219	FBgn0032219	CG4995	31	0	0	4	0	0	1	0	0	0	0	0	0	2	0	1	1	0	6	6	15	0	2	3	4	0	0	143	17
FBgn0032221	FBgn0032221	CG5375	5	17	35	24	21	11	21	17	11	32	34	29	0	2	0	0	0	0	0	2	5	3	1	2	1	0	0	2	1
FBgn0032222	FBgn0032222	CG5037	17	8	9	23	15	18	17	15	13	27	23	26	1	1	7	23	21	18	2	3	10	8	27	24	15	39	23	32	10
FBgn0032223	FBgn0032223	GATAd	19	14	11	11	10	8	6	6	8	15	12	13	3	9	9	5	6	6	2	6	6	11	8	7	7	43	28	4	5
FBgn0032225	FBgn0032225	CG5022	1	11	11	2	1	2	1	1	1	2	3	3	0	0	0	0	0	0	0	1	2	3	0	0	0	0	0	0	0
FBgn0032228	FBgn0032228	CG5367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0
FBgn0032229	FBgn0032229	CG5045	82	16	12	16	14	21	12	10	18	16	14	25	8	8	21	14	11	16	11	17	42	15	11	12	18	22	19	182	49
FBgn0032230	FBgn0032230	lft	17	5	4	6	4	3	2	4	4	8	7	9	1	3	3	2	2	2	0	3	9	18	4	3	4	0	0	0	0
FBgn0032231	FBgn0032231	CG5056	24	11	7	8	7	6	6	6	5	7	8	11	12	32	36	8	9	8	3	13	12	8	6	6	6	33	35	72	19
FBgn0032233	FBgn0032233	dpr19	3	9	39	11	8	7	7	9	5	19	19	15	0	0	0	0	0	0	0	1	9	2	1	1	1	0	0	2	0
FBgn0032234	FBgn0032234	gny	2	1	1	0	0	1	0	0	1	1	1	1	2	2	2	2	1	2	1	1	0	1	1	1	1	4	3	2	1
FBgn0032235	FBgn0032235	CG5096	19	1	1	0	0	1	0	0	0	1	1	1	7	2	288	292	200	232	0	2	0	1	2	2	4	3	1	7	8
FBgn0032236	FBgn0032236	mRpS7	27	19	15	14	12	11	16	12	12	15	16	19	5	3	14	17	17	13	6	11	13	18	24	20	26	61	45	28	22
FBgn0032240	FBgn0032240	CG17768	19	15	12	5	3	4	3	3	3	6	6	7	2	2	5	4	4	4	2	5	14	8	2	3	3	17	10	13	7
FBgn0032242	FBgn0032242	CG5355	123	76	50	30	17	27	17	17	24	24	24	31	43	52	81	82	74	74	25	62	41	117	23	28	26	127	81	54	58
FBgn0032243	FBgn0032243	Klp31E	7	3	4	3	4	3	3	4	3	6	5	7	1	1	5	3	4	3	1	4	4	4	4	5	5	12	9	2	2
FBgn0032244	FBgn0032244	RfC3	10	8	1	0	0	1	1	1	1	1	2	2	0	1	2	2	2	3	0	2	1	5	0	2	1	31	25	5	1
FBgn0032246	FBgn0032246	CG5168	35	32	17	10	13	14	10	11	13	13	15	21	17	13	52	18	15	15	9	18	28	36	9	9	14	34	28	44	34
FBgn0032247	FBgn0032247	CG5188	6	4	3	3	1	2	2	2	2	3	3	6	1	1	2	3	2	2	2	1	4	5	2	3	3	7	6	7	3
FBgn0032248	FBgn0032248	Bug22	45	13	7	5	4	7	3	3	2	5	5	7	3	4	7	5	6	4	1	9	15	10	3	5	3	21	16	116	26
FBgn0032249	FBgn0032249	CG5337	2	10	18	12	10	10	8	9	8	20	18	19	0	0	3	1	1	2	0	1	6	3	2	2	2	3	2	1	2
FBgn0032250	FBgn0032250	holn1	53	28	18	12	11	5	12	12	7	13	16	19	14	12	21	9	11	7	7	23	22	22	8	13	10	52	82	33	20
FBgn0032252	FBgn0032252	loh	1	1	1	0	1	1	1	1	1	1	1	2	0	0	1	0	1	0	0	0	1	1	1	1	1	0	0	0	1
FBgn0032253	FBgn0032253	LManI	4	1	1	5	3	6	5	3	5	4	6	11	5	27	25	102	72	66	10	239	18	3	4	2	3	1	0	5	5
FBgn0032256	FBgn0032256	RluA-2	4	5	6	3	2	3	1	2	2	3	4	5	0	1	1	1	2	2	0	2	8	3	1	1	2	14	12	0	2
FBgn0032258	FBgn0032258	CG7456	15	15	13	12	7	8	6	7	7	9	11	17	15	18	14	12	10	12	5	8	13	14	6	8	8	25	15	15	37
FBgn0032259	FBgn0032259	CG6144	17	8	7	10	9	9	11	9	8	15	16	19	2	4	8	5	5	5	2	5	2	5	3	4	3	27	23	16	6
FBgn0032260	FBgn0032260	CG13144	0	0	2	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	8	4	2	0	0	0	0
FBgn0032261	FBgn0032261	CG6094	27	12	11	9	6	11	5	6	7	6	9	15	4	4	6	13	9	8	2	4	11	9	6	7	8	22	13	64	12
FBgn0032262	FBgn0032262	CG7384	0	0	0	4	6	10	6	9	10	3	2	4	0	3	1	1	3	2	12	23	4	0	7	9	11	51	46	2	12
FBgn0032265	FBgn0032265	CG18301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	2	0	0	0	0	8	12	6	0	0	3	9
FBgn0032266	FBgn0032266	CG18302	0	0	0	5	2	2	2	1	1	12	13	10	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
FBgn0032268	FBgn0032268	CG6138	26	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	1	7	13	0	0	0	0	0	0	246	20
FBgn0032269	FBgn0032269	w-cup	335	0	5	0	0	0	0	0	0	0	0	1	2	14	4	21	19	3	3	95	136	2	5	8	4	0	0	622	352
FBgn0032271	FBgn0032271	CG7329	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	0	0	0	59	33
FBgn0032280	FBgn0032280	CG17105	0	4	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	3	118	2	1	3	0	0	0	0
FBgn0032283	FBgn0032283	CG7296	11	1	0	17	10	13	16	5	10	15	15	18	8	0	15	5	4	6	0	0	0	56	15	7	13	0	0	1	1
FBgn0032284	FBgn0032284	CG7294	1	3	0	0	0	1	0	0	1	0	0	0	6	0	4	0	0	0	0	0	0	71	0	0	0	0	0	0	1
FBgn0032289	FBgn0032289	CG6431	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
FBgn0032290	FBgn0032290	CG6443	26	13	10	5	6	7	8	5	6	9	8	12	5	11	13	5	6	6	3	10	5	10	4	4	5	15	14	48	9
FBgn0032291	FBgn0032291	CG17118	41	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	1	6	7	0	0	0	0	0	0	149	19
FBgn0032292	FBgn0032292	EMC3	105	35	34	30	31	41	16	18	25	33	29	39	10	9	33	32	25	30	12	26	30	30	31	34	44	78	43	214	69
FBgn0032293	FBgn0032293	Dpy-30L1	100	96	51	25	27	22	20	22	22	33	46	36	13	16	32	24	26	18	18	31	38	58	18	24	23	88	88	90	53
FBgn0032294	FBgn0032294	Vha16-5	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	16	1
FBgn0032295	FBgn0032295	CG12299	29	54	29	13	14	8	12	9	6	18	15	14	0	2	3	2	3	3	1	6	20	21	4	5	5	66	68	7	5
FBgn0032296	FBgn0032296	CG6729	15	12	6	5	6	6	3	4	6	7	6	9	1	2	4	5	4	5	3	5	8	7	4	4	4	19	11	19	13
FBgn0032303	FBgn0032303	CG6508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
FBgn0032304	FBgn0032304	CG17134	2	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	1	1	0	0	0	2	0	1	1	0	0	0	0
FBgn0032305	FBgn0032305	CG6700	43	74	64	63	75	48	63	45	43	95	79	79	19	49	29	13	19	19	17	29	28	53	26	25	26	42	54	8	41
FBgn0032311	FBgn0032311	CG12517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	0
FBgn0032312	FBgn0032312	CG14071	6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	2	0	0	0	0	0	0	0	30	6
FBgn0032313	FBgn0032313	CG14070	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	23	3
FBgn0032314	FBgn0032314	CG7309	32	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	5	9	0	0	0	0	0	0	48	12
FBgn0032315	FBgn0032315	CG14069	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	73	4
FBgn0032318	FBgn0032318	CG14072	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	11	92
FBgn0032321	FBgn0032321	YL-1	25	27	11	9	10	5	9	7	6	12	11	9	8	15	11	6	7	6	6	14	9	17	8	8	8	29	36	13	11
FBgn0032322	FBgn0032322	CG16743	1	3	0	115	150	179	150	118	205	104	66	70	5	3	11	40	36	49	269	35	2	6	133	157	256	1	0	6	17
FBgn0032329	FBgn0032329	Art8	5	3	1	1	2	2	1	3	1	0	1	3	0	0	2	3	4	3	0	0	0	3	1	2	2	8	5	4	3
FBgn0032331	FBgn0032331	CG14913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	23
FBgn0032335	FBgn0032335	CG14915	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0032336	FBgn0032336	AstC	2	5	18	19	31	32	17	28	28	28	70	70	0	0	24	67	53	45	0	0	0	1	2	2	2	0	0	1	5
FBgn0032337	FBgn0032337	AstCC	0	5	11	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
FBgn0032338	FBgn0032338	CG16854	12	6	24	4	5	4	6	5	3	7	9	9	0	1	0	0	0	0	0	2	4	1	1	1	1	0	0	19	3
FBgn0032339	FBgn0032339	CG4705	11	3	5	1	2	4	1	2	2	2	2	4	1	3	6	2	2	4	3	6	2	2	1	2	2	12	7	22	5
FBgn0032341	FBgn0032341	Reps	12	13	11	7	6	6	5	5	5	9	8	11	2	4	8	5	5	6	6	12	15	13	5	6	5	36	30	6	10
FBgn0032343	FBgn0032343	CG6201	1	5	12	0	3	3	2	2	2	2	2	3	0	0	2	0	0	1	4	4	5	1	1	1	2	4	3	0	0
FBgn0032345	FBgn0032345	CG14921	45	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	7	2	0	0	0	0	0	0	96	20
FBgn0032346	FBgn0032346	Csl4	8	5	4	2	2	3	2	2	2	3	2	2	0	0	4	2	3	1	0	1	3	4	1	3	2	20	11	14	5
FBgn0032348	FBgn0032348	CG4751	28	42	21	7	7	7	5	7	6	10	12	13	1	4	6	4	5	5	2	6	13	22	4	4	4	19	20	6	6
FBgn0032350	FBgn0032350	CG6287	42	26	10	88	52	102	57	45	75	71	61	112	35	111	22	40	28	34	54	139	23	73	53	46	79	82	62	19	30
FBgn0032354	FBgn0032354	CG4788	10	9	4	3	1	2	2	1	1	2	2	3	0	0	2	1	2	2	0	2	1	6	1	2	2	36	28	8	4
FBgn0032358	FBgn0032358	Ppt2	7	9	5	8	10	32	7	12	18	11	16	29	5	18	50	9	6	10	8	10	9	16	10	11	20	17	11	4	3
FBgn0032360	FBgn0032360	CG14926	119	0	1	0	0	0	0	0	0	0	0	0	3	5	1	6	3	1	1	22	49	0	1	1	2	0	0	718	89
FBgn0032362	FBgn0032362	spz4	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
FBgn0032363	FBgn0032363	CG6509	13	8	6	3	3	6	4	3	4	6	6	7	2	12	5	4	5	5	2	5	7	14	5	5	5	19	17	3	4
FBgn0032364	FBgn0032364	CG4970	27	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	8	7	0	0	0	0	0	0	42	14
FBgn0032365	FBgn0032365	CG14929	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	23	3
FBgn0032366	FBgn0032366	CG14930	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	95	9
FBgn0032368	FBgn0032368	spag4	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	1
FBgn0032369	FBgn0032369	CG6614	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	10	4
FBgn0032370	FBgn0032370	CG12307	29	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	0	1	0	8	14	0	0	0	1	0	0	131	24
FBgn0032371	FBgn0032371	CG4983	89	0	2	0	0	0	0	0	0	0	0	0	1	4	1	3	3	1	0	24	15	0	1	1	1	0	0	193	70
FBgn0032372	FBgn0032372	CG4988	21	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	4	15	0	0	0	0	0	0	336	15
FBgn0032373	FBgn0032373	Vha100-5	11	0	0	0	0	0	0	0	0	0	0	0	1	0	76	172	128	130	0	0	2	0	1	1	2	0	0	4	3
FBgn0032374	FBgn0032374	CG14931	30	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	1	0	4	7	0	1	2	2	53	41	39	6
FBgn0032375	FBgn0032375	CG14932	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	35	9
FBgn0032376	FBgn0032376	Tsp33B	32	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	50	7
FBgn0032377	FBgn0032377	CG14937	2	1	1	0	1	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	13	1	0	0	0	0	0	5	0
FBgn0032378	FBgn0032378	CycY	45	69	50	20	19	17	18	15	15	24	27	27	3	10	26	20	19	19	15	28	28	40	15	15	16	60	46	20	15
FBgn0032381	FBgn0032381	Mal-B1	0	0	0	1	2	2	1	2	2	4	2	4	0	0	0	2	2	6	0	0	0	1	5	3	15	0	0	4	1
FBgn0032382	FBgn0032382	Mal-B2	1	2	1	14	23	63	17	22	34	30	29	60	0	1	2	5	4	6	19	6	0	8	36	25	70	11	7	3	3
FBgn0032385	FBgn0032385	CG16964	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	8	0	0	0	0	0	0	23	5
FBgn0032387	FBgn0032387	CG16965	0	0	3	1	1	4	1	1	2	1	3	5	0	0	2	19	15	21	0	0	6	0	2	2	2	0	0	0	1
FBgn0032388	FBgn0032388	CG6686	40	48	26	13	14	12	17	16	11	18	21	25	6	11	14	9	13	11	10	15	18	31	11	14	11	39	44	22	21
FBgn0032390	FBgn0032390	dgt2	11	5	0	1	1	2	1	1	1	1	1	2	1	1	2	1	2	1	0	2	1	6	1	1	2	16	13	13	2
FBgn0032391	FBgn0032391	escl	3	4	2	0	1	2	1	1	1	1	2	1	1	3	3	0	1	1	1	1	6	3	1	1	1	8	6	3	0
FBgn0032393	FBgn0032393	CG12264	15	5	5	9	8	12	8	7	13	13	12	17	2	5	7	13	10	11	6	7	4	6	9	12	29	18	15	21	11
FBgn0032394	FBgn0032394	CG6746	17	5	4	11	10	23	6	14	18	10	17	22	2	2	7	33	21	22	4	5	14	10	50	61	76	12	7	15	7
FBgn0032397	FBgn0032397	Tom70	81	12	14	7	7	6	4	6	5	10	9	8	0	4	8	6	9	7	2	14	22	10	4	5	6	40	28	195	40
FBgn0032398	FBgn0032398	CG6766	37	21	22	26	29	28	22	22	26	35	33	40	29	18	33	34	32	24	14	21	18	20	19	22	21	40	41	29	66
FBgn0032399	FBgn0032399	CG6785	3	0	2	0	0	0	1	0	0	1	1	1	5	11	0	0	0	0	2	1	4	1	0	0	1	1	1	5	2
FBgn0032401	FBgn0032401	Plzf	3	3	2	1	2	2	1	1	2	2	3	3	6	3	6	2	2	4	0	1	1	2	1	1	1	5	3	1	3
FBgn0032402	FBgn0032402	CG14945	1	2	7	10	8	14	7	8	8	14	14	16	1	2	21	2	1	1	0	2	3	2	2	3	4	0	0	2	1
FBgn0032404	FBgn0032404	RpL7-like	74	53	25	45	60	32	41	33	28	47	30	30	10	19	39	29	32	28	17	25	54	61	26	39	36	117	141	37	89
FBgn0032405	FBgn0032405	CG14946	2	4	10	6	4	6	5	5	5	8	7	8	5	17	5	3	1	1	0	17	52	8	4	3	2	0	0	4	1
FBgn0032406	FBgn0032406	CG14947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0032407	FBgn0032407	Pex19	30	18	20	19	17	14	16	19	11	26	25	28	6	5	15	32	27	22	10	8	20	16	16	19	15	20	22	43	35
FBgn0032408	FBgn0032408	CG6712	31	40	15	13	16	10	16	25	10	10	17	10	3	3	18	13	30	11	5	10	17	37	12	25	14	61	115	30	22
FBgn0032409	FBgn0032409	Ced-12	22	46	45	19	16	16	11	13	11	21	22	29	4	20	31	13	13	16	4	21	40	24	8	9	10	57	53	7	6
FBgn0032414	FBgn0032414	CG17211	48	48	5	43	33	5	51	18	6	54	31	8	0	6	1	0	0	0	0	10	12	53	0	0	1	0	0	0	1
FBgn0032415	FBgn0032415	rho-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
FBgn0032416	FBgn0032416	Gr33a	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0032419	FBgn0032419	CG17217	10	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	4	4	0	0	0	0	0	0	57	9
FBgn0032420	FBgn0032420	CG6583	12	5	8	5	3	2	2	3	2	4	4	4	9	21	4	2	1	2	2	5	3	10	2	3	2	22	18	7	7
FBgn0032421	FBgn0032421	crok	35	11	14	7	4	6	4	5	4	7	8	7	22	25	11	6	4	4	9	13	15	20	6	6	3	61	33	31	18
FBgn0032422	FBgn0032422	atilla	2	1	9	42	48	37	33	33	35	66	57	116	3	0	2	20	16	16	0	0	16	16	49	48	57	7	7	10	110
FBgn0032424	FBgn0032424	CG17010	22	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	1	5	18	0	0	0	1	0	0	158	32
FBgn0032428	FBgn0032428	CG6405	28	2	2	2	5	2	4	4	3	3	7	6	0	1	1	1	1	0	0	7	3	2	3	3	3	0	0	33	28
FBgn0032430	FBgn0032430	CG6388	10	10	4	4	5	5	5	5	5	4	5	6	1	1	7	5	7	6	2	3	9	8	4	7	4	10	11	6	10
FBgn0032431	FBgn0032431	CG5435	18	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	4	3	0	0	0	1	0	0	103	11
FBgn0032433	FBgn0032433	Oatp33Ea	8	0	1	2	1	1	1	1	1	3	2	3	0	0	58	51	53	64	0	3	4	0	1	1	1	0	0	1	1
FBgn0032434	FBgn0032434	CG5421	17	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	3	0	0	0	0	0	0	24	4
FBgn0032435	FBgn0032435	Oatp33Eb	6	0	0	0	0	0	0	0	0	0	0	0	1	0	57	55	46	69	0	0	0	0	1	1	2	0	0	2	1
FBgn0032439	FBgn0032439	Ref2	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	19	4
FBgn0032442	FBgn0032442	CG15485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0032444	FBgn0032444	CG5525	106	67	26	10	8	16	7	14	13	8	10	17	4	6	38	32	33	40	5	14	24	61	11	16	18	140	95	77	22
FBgn0032445	FBgn0032445	CG6153	16	7	4	2	1	2	2	2	2	2	3	4	1	4	9	5	3	3	1	5	4	10	3	4	4	17	11	37	9
FBgn0032446	FBgn0032446	CG5780	13	4	3	1	2	1	1	1	1	2	2	1	3	8	7	3	2	3	0	3	12	6	2	2	2	21	16	6	2
FBgn0032447	FBgn0032447	PICK1	12	7	7	4	3	4	2	3	3	6	7	9	1	2	2	3	3	2	0	2	3	4	1	1	1	7	7	21	4
FBgn0032448	FBgn0032448	CG5781	31	0	1	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	9	37	0	0	1	1	0	0	790	39
FBgn0032449	FBgn0032449	CG17036	3	1	0	0	0	0	0	0	0	0	1	0	8	8	3	3	2	2	0	3	0	1	0	1	0	5	4	4	1
FBgn0032450	FBgn0032450	CG5776	2	2	1	1	1	1	0	1	1	1	1	2	0	0	1	1	2	1	0	1	3	2	1	1	1	19	15	3	1
FBgn0032451	FBgn0032451	spict	11	5	2	4	7	11	5	5	6	7	8	12	7	5	22	19	13	18	4	11	2	7	4	4	6	14	9	11	7
FBgn0032453	FBgn0032453	CG6180	94	45	31	34	30	32	23	20	26	30	31	45	11	10	47	86	42	50	20	26	39	53	23	22	29	105	66	197	70
FBgn0032454	FBgn0032454	CG5787	61	55	17	9	10	8	6	6	7	12	10	11	2	5	8	6	8	7	4	13	11	33	4	7	7	57	53	35	22
FBgn0032456	FBgn0032456	MRP	14	6	5	12	12	17	9	12	12	16	19	28	1	4	8	26	24	31	5	30	8	11	10	11	10	32	22	6	4
FBgn0032457	FBgn0032457	CG15483	14	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	79	9
FBgn0032462	FBgn0032462	CG16800	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
FBgn0032464	FBgn0032464	Vha68-3	51	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	1	10	15	0	0	0	1	0	0	473	37
FBgn0032465	FBgn0032465	CG12404	31	11	9	8	7	13	7	5	8	7	8	12	7	5	13	9	8	12	7	8	2	14	7	8	9	21	17	27	20
FBgn0032467	FBgn0032467	CG9934	51	39	23	11	11	15	9	10	12	15	14	19	13	39	76	11	9	13	21	43	30	163	15	14	14	44	33	78	25
FBgn0032470	FBgn0032470	CG5142	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBgn0032472	FBgn0032472	CG9928	0	0	0	336	550	746	247	543	573	250	397	839	1	1	0	19	13	21	3	0	1	4	176	204	402	1	4	2	5
FBgn0032473	FBgn0032473	CG5204	20	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	19	3
FBgn0032474	FBgn0032474	DnaJ-H	73	13	17	28	26	22	23	20	18	40	37	43	9	17	66	16	13	11	4	25	34	37	13	16	17	50	38	378	56
FBgn0032475	FBgn0032475	Sfmbt	18	24	9	5	5	7	4	4	5	7	7	9	1	4	5	3	4	5	2	6	6	16	4	5	5	63	44	3	5
FBgn0032476	FBgn0032476	CG5439	17	11	7	6	9	8	6	7	4	8	10	16	3	7	16	6	6	6	1	4	16	12	5	6	6	34	29	23	6
FBgn0032477	FBgn0032477	CG5287	8	3	3	13	8	15	6	8	10	11	14	19	3	4	14	10	8	12	3	4	1	3	3	4	5	8	5	6	10
FBgn0032478	FBgn0032478	CG5458	47	0	1	1	1	1	1	1	1	0	1	1	1	2	1	1	1	1	1	12	6	1	1	1	1	0	0	129	26
